dataset,scenario,method,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,g_mean_mean,g_mean_std,mcc_mean,mcc_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,n_ok,n_error,n_skipped,n_other_status,n_total
Credit Card Fraud Detection,real_repeated_split,Random Oversampling + RF,0.9995669627705018,5.3633131970508346e-05,0.9019801309604345,0.026364965194848707,0.938536094764677,0.026575991351630114,0.8040540540540541,0.05277195726963962,0.8648848410719315,0.02222365546312544,0.896319837186531,0.02969623385809805,0.8678731248865198,0.018980356234189505,0.9531478588618515,0.008647093522618055,0.8622098438607231,0.01930036100248785,85287.0,4.0,8.0,4.0,29.0,7.810249675906654,119.0,7.810249675906654,3,0,0,0,3
Credit Card Fraud Detection,real_repeated_split,Random Undersampling + RF,0.9688330231850474,0.0023984609147377745,0.9416709311456953,0.013193061995070272,0.04878136385210524,0.004312619299224492,0.9144144144144143,0.025580668224325587,0.09260447308012217,0.007832879064527953,0.9412172718127215,0.013600833743165433,0.20716457034187993,0.011385683212838626,0.9828268637357681,0.004142247825237897,0.7590882511412825,0.06032675387721276,82644.66666666667,203.78011024958698,2650.3333333333335,203.78011024958573,12.666666666666666,3.7859388972001824,135.33333333333334,3.7859388972001797,3,0,0,0,3
Credit Card Fraud Detection,real_repeated_split,SMOTE + RF,0.9994889380444661,6.445900246113161e-05,0.9199278048785641,0.018579011512749717,0.8633355204720649,0.03905020127765947,0.8400900900900901,0.03721331450868987,0.8506297568532363,0.01757258132865624,0.9163046464905724,0.020403206468731352,0.850916890845801,0.01724154868114752,0.9704864120231376,0.004354096151175238,0.8710258100604288,0.017035810266529602,85275.0,7.211102550927978,20.0,7.211102550927978,23.666666666666668,5.507570547286102,124.33333333333333,5.507570547286103,3,0,0,0,3
Credit Card Fraud Detection,real_repeated_split,SMOTE-ENN + RF,0.9995084442259752,6.193020636131143e-05,0.9199375748924373,0.01858716558010076,0.8727848662059188,0.03236551536230167,0.8400900900900901,0.03721331450868987,0.8554120460969776,0.018544666329834893,0.916313712287998,0.02041078182480019,0.8556800333641971,0.018145979032937125,0.960628996133715,0.009097940351451261,0.8523352584242172,0.019007713905229345,85276.66666666667,5.859465277084385,18.333333333333332,5.859465277082316,23.666666666666668,5.507570547286102,124.33333333333333,5.507570547286103,3,0,0,0,3
Credit Card Fraud Detection,real_repeated_split,SMOTE-Tomek + RF,0.9995045429896733,7.792713409500878e-05,0.9199356208896629,0.024875268661231534,0.8717596887239744,0.042220427964568104,0.8400900900900901,0.04980482970156749,0.8543317483324412,0.023404859743694096,0.916191002107559,0.02734449884892334,0.8548820240815483,0.02276786366655604,0.9727296864248034,0.008817890438753383,0.8669363429631639,0.012697095687161876,85276.33333333333,7.637626158257748,18.666666666666668,7.637626158259733,23.666666666666668,7.371114795831994,124.33333333333333,7.3711147958319945,3,0,0,0,3
Mammography,real_repeated_split,ADASYN + RF,0.9861897665176355,0.0004552981316399345,0.828145009637228,0.01996610865838969,0.7232664995822891,0.03410233181105983,0.6623931623931624,0.04121218273928612,0.6901538178133922,0.010347538371072636,0.8111106633366688,0.0249428397352119,0.6844965896928024,0.00865608607912489,0.9430379829372812,0.024490522315965442,0.7366249456899276,0.04366366384247403,3257.0,4.358898943540674,20.0,4.358898943540674,26.333333333333332,3.214550253664318,51.666666666666664,3.214550253664319,3,0,0,0,3
Mammography,real_repeated_split,Balanced Bagging,0.9424739195230999,0.004879494945974671,0.9038037709078295,0.023561321556755502,0.27033623954609703,0.009835653440256812,0.8632478632478633,0.05337605126836242,0.4112622889457051,0.005652302624289435,0.9025446164713299,0.024712097535584843,0.463970294695248,0.0062321416564464875,0.9460615165528196,0.011995664294429338,0.6234197084188349,0.029051905129134355,3094.6666666666665,20.52640575778755,182.33333333333334,20.526405757787536,10.666666666666666,4.163331998932266,67.33333333333333,4.163331998932265,3,0,0,0,3
Mammography,real_repeated_split,Balanced Random Forest,0.9511177347242921,0.003111864831269946,0.9082285496688914,0.02509435992614741,0.3055159984083515,0.011773141143799914,0.8632478632478633,0.05337605126836242,0.45095010642095695,0.013336071087719092,0.9067953293209129,0.026337359060185393,0.4964350569635502,0.017790985459074142,0.9543907420013614,0.009828588359940826,0.6866009451836602,0.04322347029118355,3123.6666666666665,13.4288247189891,153.33333333333334,13.428824718989123,10.666666666666666,4.163331998932266,67.33333333333333,4.163331998932265,3,0,0,0,3
Mammography,real_repeated_split,Baseline RF,0.9878787878787879,0.0003441730367747747,0.7768623063099719,0.0037041070859518714,0.8786111111111111,0.017956995954326677,0.5555555555555556,0.007401926528072099,0.6806382275132276,0.007984159609077439,0.7446623478400843,0.004952687916324082,0.6932952827212908,0.008979917437479213,0.9407336551828465,0.02647448469428851,0.7611519631310948,0.05687723290346095,3271.0,1.0,6.0,1.0,34.666666666666664,0.5773502691896263,43.333333333333336,0.5773502691896263,3,0,0,0,3
Mammography,real_repeated_split,Borderline-SMOTE + RF,0.9859910581222057,0.0005961251862891537,0.8092702570883835,0.009259281993544604,0.7353534796578179,0.033314739860288815,0.6239316239316239,0.019583656816050607,0.6744206671228627,0.0028472524677505564,0.7876918370131195,0.011974953403227,0.6700052404056235,0.00521077474815951,0.943689376097066,0.02323169825790185,0.7293548993504474,0.035648811404036654,3259.3333333333335,3.5118845842843003,17.666666666666668,3.5118845842842457,29.333333333333332,1.5275252316519463,48.666666666666664,1.5275252316519474,3,0,0,0,3
Mammography,real_repeated_split,Class weight LogisticRegression,0.9009438648782911,0.008272691341546403,0.8616855629367072,0.024448857921661526,0.16766002375591335,0.004207348257437064,0.8205128205128206,0.05875097044815177,0.27818782820414945,0.002578353190800856,0.8602168822054299,0.02591484503894778,0.3431405917715389,0.008816369751544859,0.9171948232827086,0.01799519409259455,0.5454468598469574,0.03373026956571623,2958.6666666666665,32.33161507461905,318.3333333333333,32.331615074619044,14.0,4.58257569495584,64.0,4.58257569495584,3,0,0,0,3
