dataset,scenario,experiment,n_samples,method,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,specificity_mean,specificity_std,g_mean_mean,g_mean_std,mcc_mean,mcc_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,n_ok,n_error,n_skipped,n_other_status,n_total
synthetic_scalability,n_samples=5000,scalability,5000,Balanced Random Forest,0.94,0.003333333333333341,0.8723337173608913,0.034151387697020905,0.6410679206922659,0.038439127283713286,0.789645055102333,0.07958895034659583,0.70459709067304,0.012432794380392886,0.9550223796194497,0.011394577284739887,0.8674633284641798,0.03942874435600263,0.6781395375368718,0.016123984259279616,0.9641208082785003,0.014267467141755738,0.8210922350627222,0.03793137019448565,1302.3333333333333,15.695009822658049,61.333333333333336,15.534906930308058,28.666666666666668,10.785793124908958,107.66666666666667,11.015141094572202,3,0,0,0,3
synthetic_scalability,n_samples=5000,scalability,5000,Baseline RF,0.9464444444444444,0.0077841243947275925,0.7107995284078056,0.041320543652246244,0.9701906028368795,0.025905976658334103,0.4228209531987978,0.08215857449977484,0.5862220079288546,0.08505998790882828,0.9987781036168132,0.0011198865334691682,0.647703410200659,0.06493100361361386,0.6196879146798067,0.0706641502306361,0.9604119085381532,0.022698883520433286,0.8202284216942007,0.06962499022669273,1362.0,1.0,1.6666666666666667,1.5275252316519468,78.66666666666667,10.96965511460289,57.666666666666664,11.372481406154654,3,0,0,0,3
synthetic_scalability,n_samples=5000,scalability,5000,Borderline-SMOTE + RF,0.9584444444444444,0.004914076530554624,0.8329385775324818,0.02953630017044418,0.8324783826574107,0.0210548901360285,0.6795656218691857,0.05990321117988834,0.7473209211177888,0.03898093029234309,0.986311533195778,0.002238723410385941,0.8181509876899989,0.035869769885782145,0.7299395679158126,0.038024921698862374,0.9727519109955081,0.009000046132812418,0.8211326117936611,0.040353904668278866,1345.0,3.0,18.666666666666668,3.055050463303893,43.666666666666664,8.020806277010642,92.66666666666667,8.504900548115382,3,0,0,0,3
synthetic_scalability,n_samples=5000,scalability,5000,Class weight LogisticRegression,0.810888888888889,0.06200119473161908,0.8189318702834155,0.07655701024731995,0.3139315634068469,0.09229369079440569,0.828771289537713,0.09613551415064954,0.45323633839298644,0.1104423431587073,0.8090924510291182,0.05906678173276391,0.8186694034534471,0.07652446346816774,0.4315373471955743,0.12855977185696266,0.8860007848204817,0.07328538045166569,0.6045376077545624,0.12534566245586623,1103.3333333333333,80.58742664543482,260.3333333333333,80.56260505553016,23.333333333333332,13.051181300301261,113.0,13.228756555322953,3,0,0,0,3
synthetic_scalability,n_samples=5000,scalability,5000,Custom weighted log-loss LR,0.894888888888889,0.017755541649278336,0.8211059897631556,0.06787606540317237,0.4508191608583216,0.062207454441008087,0.7309467582653499,0.13390282050745322,0.5567509332595936,0.08393603550042153,0.9112652212609612,0.013010978171296199,0.8137557365685404,0.0774379491366605,0.5204514982878555,0.09939051372748094,0.8877716061617685,0.07224909981416934,0.6365613380106364,0.11892823779843295,1242.6666666666667,18.230011885167063,121.0,17.69180601295413,36.666666666666664,18.175074506954115,99.66666666666667,18.33939293797189,3,0,0,0,3
synthetic_scalability,n_samples=5000,scalability,5000,EasyEnsemble,0.8166666666666668,0.04660472079092422,0.8232109360190468,0.05476589984924394,0.31746842452023494,0.07364492513300222,0.8312222699298698,0.07112280571660362,0.45780170738331877,0.08519236296369521,0.815199602108224,0.045761512389091694,0.8229366240284453,0.05480317173768861,0.4376734231460488,0.09637182711733451,0.8979372158278451,0.051269680142569156,0.6305497184585285,0.08402346001514459,1111.6666666666667,62.580614676857635,252.0,62.37788069500277,23.0,9.643650760992955,113.33333333333333,9.865765724632496,3,0,0,0,3
synthetic_scalability,n_samples=5000,scalability,5000,RF (balanced_subsample),0.9446666666666667,0.008717797887081356,0.6999009825226205,0.05057302440419515,0.9771739130434782,0.02182049989117906,0.40078002003721197,0.1016065906892791,0.5630289074463831,0.10531000609269024,0.9990219450080288,0.0011207668966213243,0.6290932708502838,0.08304951211802918,0.6033568226695126,0.08157389762232985,0.9711133861755897,0.007835800653815478,0.8539925489784821,0.022162806340319995,1362.3333333333333,2.0816659994661553,1.3333333333333333,1.5275252316519468,81.66666666666667,13.613718571108091,54.666666666666664,14.011899704655802,3,0,0,0,3
synthetic_scalability,n_samples=5000,scalability,5000,RUSBoost,0.8703333333333334,0.000471404520791019,0.7003191305847852,0.07515372874910493,0.343652950310559,0.038017969407739494,0.49264705882352944,0.16637806616154063,0.4022727272727273,0.08321004041235637,0.907991202346041,0.01607060866333061,0.6634475572737608,0.10788545430386073,0.3407174961150662,0.09569414678303534,0.7254088860617561,0.11063600122126181,0.2684137201149129,0.13146279465243282,1238.5,21.920310216782973,125.5,21.920310216782973,69.0,22.627416997969522,67.0,22.627416997969522,2,1,0,0,3
synthetic_scalability,n_samples=5000,scalability,5000,Random Oversampling + RF,0.952,0.008110350040397675,0.747939671732464,0.051391102640179376,0.9518253886069977,0.02840420180846112,0.498568770573923,0.10427351123567015,0.6491228070175439,0.08927232454672228,0.997310572891005,0.002118560455315525,0.702387539431232,0.07525184467381503,0.6668073281342554,0.06937590380193594,0.9767375183592026,0.007538215433134481,0.8610466942051175,0.02778193761220261,1360.0,3.4641016151377544,3.6666666666666665,2.8867513459481287,68.33333333333333,14.0118997046558,68.0,14.422205101855956,3,0,0,0,3
synthetic_scalability,n_samples=5000,scalability,5000,Random Undersampling + RF,0.8962222222222223,0.011042007332270894,0.8889444743984601,0.029200240721865604,0.46346675016029854,0.03026994957066762,0.8800629740947473,0.05965248794236039,0.606674236166674,0.03465190517928369,0.8978259747021728,0.01185634803312737,0.8885152648272383,0.02969586655698206,0.5917056157730796,0.04095793218866154,0.9586135871839955,0.012740219400241766,0.7886585435431567,0.037632477643321526,1224.3333333333333,15.947831618540881,139.33333333333334,16.196707484341786,16.333333333333332,8.082903768654761,120.0,8.54400374531753,3,0,0,0,3
synthetic_scalability,n_samples=5000,scalability,5000,SMOTE + RF,0.9606666666666667,0.0034641016151377574,0.8396767974093268,0.03378068123267014,0.8491260017251422,0.021375040737152882,0.69182052382997,0.07075640927516266,0.7603626713679817,0.036195160635989404,0.9875330709886837,0.003199379580553619,0.8257655979934194,0.041643145529000926,0.7450007446340532,0.03112014370506755,0.9771263279837553,0.005109305353068307,0.858343780032639,0.02099762849195748,1346.6666666666667,4.7258156262526185,17.0,4.358898943540674,42.0,9.539392014169456,94.33333333333333,9.865765724632496,3,0,0,0,3
synthetic_scalability,n_samples=5000,scalability,5000,SMOTE-ENN + RF,0.9562222222222223,0.003906310184721561,0.8636838584687535,0.023249788016346865,0.7644185314462068,0.023251084290405174,0.7505903821382568,0.04836213165514542,0.7566966976101993,0.02559058176760436,0.9767773347992504,0.0037005931830204667,0.8559284975306346,0.026905953995421665,0.7331381208975362,0.027037295539018916,0.9740170463957295,0.006612433823784254,0.8266404381022611,0.039409323940111506,1332.0,5.5677643628300215,31.666666666666668,5.033222956847167,34.0,6.557438524302,102.33333333333333,6.658328118479394,3,0,0,0,3
synthetic_scalability,n_samples=5000,scalability,5000,SMOTE-Tomek + RF,0.9606666666666667,0.0034641016151377574,0.8396767974093268,0.03378068123267014,0.8491260017251422,0.021375040737152882,0.69182052382997,0.07075640927516266,0.7603626713679817,0.036195160635989404,0.9875330709886837,0.003199379580553619,0.8257655979934194,0.041643145529000926,0.7450007446340532,0.03112014370506755,0.9771263279837553,0.005109305353068307,0.858343780032639,0.02099762849195748,1346.6666666666667,4.7258156262526185,17.0,4.358898943540674,42.0,9.539392014169456,94.33333333333333,9.865765724632496,3,0,0,0,3
