source,method,f1_mean,f1_std,pr_auc_mean,pr_auc_std,recall_mean,precision_mean,mcc_mean,g_mean_mean,rank_f1,rank_pr_auc
synthetic_ir,Balanced Random Forest,0.3552673484344994,0.0384128956311907,0.5187518402271499,0.0567292968844147,0.7925925925925926,0.2299799204735096,0.4074256563904244,0.8644465639611815,6.0,9.0
synthetic_ir,Baseline RF,0.1741251524533258,0.0653559457825674,0.6697657454475422,0.1438309530218327,0.0962962962962962,1.0,0.3029837029262539,0.3056927993608215,11.0,2.0
synthetic_ir,Borderline-SMOTE + RF,0.5422790542790542,0.0918260925377996,0.6421681875769785,0.1113302167535194,0.4259259259259259,0.7738319856244384,0.5639907018678035,0.6488394182497147,3.0,4.0
synthetic_ir,Class weight LogisticRegression,0.1721893872297299,0.0588905385668295,0.2290954468172592,0.113147355585837,0.8074074074074074,0.0967916489195406,0.242853234371284,0.8217399766564885,12.0,14.0
synthetic_ir,Custom weighted log-loss LR,0.3257889049318477,0.1481322692079615,0.289953677242216,0.1438130758032808,0.3518518518518518,0.3177132391418105,0.3173160213910128,0.5672209479777645,7.0,12.0
synthetic_ir,EasyEnsemble,0.1667112087982885,0.0522307699066798,0.250156940197805,0.1018282357259531,0.8185185185185185,0.0932009771140376,0.2389466118537007,0.8235678143007613,13.0,13.0
synthetic_ir,RF (balanced_subsample),0.1106096425245361,0.0441729412919636,0.6568237957671527,0.1036052992929306,0.0592592592592592,0.9629629629629628,0.2318545250687343,0.239915429860722,14.0,3.0
synthetic_ir,RUSBoost,0.081496368811287,0.0107386418909408,0.0387945244029407,0.0028826618705689,0.5611111111111111,0.0442648898058972,0.103336076603449,0.6363377889995545,15.0,15.0
synthetic_ir,Random Oversampling + RF,0.3039111250574599,0.0763987731454039,0.6756146057688577,0.0952711595752629,0.1814814814814815,0.9824561403508772,0.4152554539770713,0.4227237908402185,8.0,1.0
synthetic_ir,Random Undersampling + RF,0.2066975763782236,0.0363265696703073,0.4686875612908037,0.0803575101689627,0.8925925925925927,0.1170535639495784,0.2938209641488006,0.877403097456367,10.0,10.0
synthetic_ir,SMOTE + RF,0.5581783917157234,0.0942680839086237,0.6362057877095064,0.1129082069886891,0.4666666666666666,0.7212254497085975,0.5689387594998566,0.6794376461479886,1.5,5.5
synthetic_ir,SMOTE-ENN + RF,0.5383651436283016,0.0811451568776086,0.6106984556180756,0.109671436139319,0.4740740740740741,0.639707028206327,0.5397168880365264,0.6852719992531937,5.0,8.0
synthetic_ir,SMOTE-Tomek + RF,0.5581783917157234,0.0942680839086237,0.6362057877095064,0.1129082069886891,0.4666666666666666,0.7212254497085975,0.5689387594998566,0.6794376461479886,1.5,5.5
synthetic_ir,ADASYN + RF,0.0303030303030303,0.0524863881081478,0.0307100397273688,0.0312491425399077,0.0222222222222222,0.0476190476190476,0.0320911654790547,0.0860490816014002,2.0,5.0
synthetic_ir,Balanced Bagging,0.0062934024952271,0.0033934412705241,0.0065159915059899,0.0052871162446954,0.4888888888888889,0.0031678475635365,0.0282976074810032,0.6316295635579791,4.0,14.0
synthetic_ir,Balanced Random Forest,0.0095613182836023,0.0033897085655597,0.0204963095153919,0.0096764606409702,0.3999999999999999,0.0048392668744206,0.0362920480129238,0.6013766133021229,3.0,11.0
synthetic_ir,Baseline RF,0.0,0.0,0.0821365704086562,0.0191117660365455,0.0,0.0,0.0,0.0,12.0,3.0
synthetic_ir,Borderline-SMOTE + RF,0.0,0.0,0.0197016056898728,0.0105716409967234,0.0,0.0,-0.0003644382925647,0.0,12.0,12.0
