dataset,scenario,method,strategy_group,strategy,mean,std,min,max
Abalone19,threshold_optimization,Random Oversampling + RF,train_optimized,train_best_mcc,0.19666666666666668,0.023094010767585032,0.17,0.21000000000000002
Abalone19,threshold_optimization,Random Oversampling + RF,train_optimized,train_best_youden,0.19666666666666668,0.023094010767585032,0.17,0.21000000000000002
Abalone19,threshold_optimization,Random Oversampling + RF,validation_optimized,validation_best_f1,0.02666666666666667,0.02081665999466133,0.01,0.05
Abalone19,threshold_optimization,Random Oversampling + RF,validation_optimized,validation_best_g_mean,0.013333333333333334,0.005773502691896257,0.01,0.02
Abalone19,threshold_optimization,Random Oversampling + RF,validation_optimized,validation_best_mcc,0.14,0.21656407827707713,0.01,0.39
Abalone19,threshold_optimization,Random Oversampling + RF,validation_optimized,validation_best_youden,0.14,0.21656407827707713,0.01,0.39
Abalone19,threshold_optimization,Random Undersampling + RF,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Abalone19,threshold_optimization,Random Undersampling + RF,ghost,ghost_f1,0.9033333333333333,0.030550504633038964,0.87,0.93
Abalone19,threshold_optimization,Random Undersampling + RF,ghost,ghost_g_mean,0.7866666666666667,0.023094010767585042,0.76,0.8
Abalone19,threshold_optimization,Random Undersampling + RF,ghost,ghost_kappa,0.9033333333333333,0.030550504633038964,0.87,0.93
Abalone19,threshold_optimization,Random Undersampling + RF,ghost,ghost_mcc,0.89,0.05291502622129186,0.83,0.93
Abalone19,threshold_optimization,Random Undersampling + RF,ghost,ghost_youden,0.7866666666666667,0.023094010767585042,0.76,0.8
Abalone19,threshold_optimization,Random Undersampling + RF,train_optimized,train_best_f1,0.9066666666666667,0.025166114784235853,0.88,0.93
Abalone19,threshold_optimization,Random Undersampling + RF,train_optimized,train_best_g_mean,0.7399999999999999,0.010000000000000009,0.73,0.75
Abalone19,threshold_optimization,Random Undersampling + RF,train_optimized,train_best_mcc,0.8833333333333333,0.025166114784235843,0.86,0.91
Abalone19,threshold_optimization,Random Undersampling + RF,train_optimized,train_best_youden,0.71,0.06082762530298214,0.64,0.75
Abalone19,threshold_optimization,Random Undersampling + RF,validation_optimized,validation_best_f1,0.7333333333333334,0.25324559884296777,0.46,0.9600000000000001
Abalone19,threshold_optimization,Random Undersampling + RF,validation_optimized,validation_best_g_mean,0.5233333333333333,0.15631165450257808,0.38,0.6900000000000001
Abalone19,threshold_optimization,Random Undersampling + RF,validation_optimized,validation_best_mcc,0.6133333333333334,0.3061590000854676,0.38,0.9600000000000001
Abalone19,threshold_optimization,Random Undersampling + RF,validation_optimized,validation_best_youden,0.5233333333333333,0.15631165450257808,0.38,0.6900000000000001
Abalone19,threshold_optimization,SMOTE + RF,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Abalone19,threshold_optimization,SMOTE + RF,ghost,ghost_f1,0.25333333333333335,0.0057735026918962675,0.25,0.26
Abalone19,threshold_optimization,SMOTE + RF,ghost,ghost_g_mean,0.25333333333333335,0.0057735026918962675,0.25,0.26
Abalone19,threshold_optimization,SMOTE + RF,ghost,ghost_kappa,0.25333333333333335,0.0057735026918962675,0.25,0.26
Abalone19,threshold_optimization,SMOTE + RF,ghost,ghost_mcc,0.25333333333333335,0.0057735026918962675,0.25,0.26
Abalone19,threshold_optimization,SMOTE + RF,ghost,ghost_youden,0.25333333333333335,0.0057735026918962675,0.25,0.26
Abalone19,threshold_optimization,SMOTE + RF,train_optimized,train_best_f1,0.2866666666666667,0.025166114784235843,0.26,0.31
Abalone19,threshold_optimization,SMOTE + RF,train_optimized,train_best_g_mean,0.2866666666666667,0.025166114784235843,0.26,0.31
Abalone19,threshold_optimization,SMOTE + RF,train_optimized,train_best_mcc,0.2866666666666667,0.025166114784235843,0.26,0.31
Abalone19,threshold_optimization,SMOTE + RF,train_optimized,train_best_youden,0.2866666666666667,0.025166114784235843,0.26,0.31
Abalone19,threshold_optimization,SMOTE + RF,validation_optimized,validation_best_f1,0.14666666666666667,0.07371114795831994,0.09,0.23
Abalone19,threshold_optimization,SMOTE + RF,validation_optimized,validation_best_g_mean,0.043333333333333335,0.01527525231651947,0.03,0.060000000000000005
Abalone19,threshold_optimization,SMOTE + RF,validation_optimized,validation_best_mcc,0.06333333333333334,0.02516611478423583,0.04,0.09
Abalone19,threshold_optimization,SMOTE + RF,validation_optimized,validation_best_youden,0.043333333333333335,0.01527525231651947,0.03,0.060000000000000005
Abalone19,threshold_optimization,SMOTE-ENN + RF,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Abalone19,threshold_optimization,SMOTE-ENN + RF,ghost,ghost_f1,0.77,0.040000000000000036,0.73,0.81
Abalone19,threshold_optimization,SMOTE-ENN + RF,ghost,ghost_g_mean,0.29,0.14177446878757827,0.18,0.45
Abalone19,threshold_optimization,SMOTE-ENN + RF,ghost,ghost_kappa,0.77,0.040000000000000036,0.73,0.81
Abalone19,threshold_optimization,SMOTE-ENN + RF,ghost,ghost_mcc,0.77,0.040000000000000036,0.73,0.81
Abalone19,threshold_optimization,SMOTE-ENN + RF,ghost,ghost_youden,0.29,0.14177446878757827,0.18,0.45
Abalone19,threshold_optimization,SMOTE-ENN + RF,train_optimized,train_best_f1,0.7766666666666667,0.04163331998932269,0.73,0.81
Abalone19,threshold_optimization,SMOTE-ENN + RF,train_optimized,train_best_g_mean,0.1366666666666667,0.04163331998932267,0.09,0.17
Abalone19,threshold_optimization,SMOTE-ENN + RF,train_optimized,train_best_mcc,0.7766666666666667,0.04163331998932269,0.73,0.81
Abalone19,threshold_optimization,SMOTE-ENN + RF,train_optimized,train_best_youden,0.1366666666666667,0.04163331998932267,0.09,0.17
Abalone19,threshold_optimization,SMOTE-ENN + RF,validation_optimized,validation_best_f1,0.32333333333333336,0.23459184413217213,0.060000000000000005,0.51
Abalone19,threshold_optimization,SMOTE-ENN + RF,validation_optimized,validation_best_g_mean,0.05000000000000001,0.03605551275463989,0.01,0.08
Abalone19,threshold_optimization,SMOTE-ENN + RF,validation_optimized,validation_best_mcc,0.32333333333333336,0.23459184413217213,0.060000000000000005,0.51
Abalone19,threshold_optimization,SMOTE-ENN + RF,validation_optimized,validation_best_youden,0.06,0.02,0.04,0.08
Abalone19,threshold_optimization,SMOTE-Tomek + RF,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Abalone19,threshold_optimization,SMOTE-Tomek + RF,ghost,ghost_f1,0.35333333333333333,0.06110100926607786,0.3,0.42
Abalone19,threshold_optimization,SMOTE-Tomek + RF,ghost,ghost_g_mean,0.35333333333333333,0.06110100926607786,0.3,0.42
Abalone19,threshold_optimization,SMOTE-Tomek + RF,ghost,ghost_kappa,0.35333333333333333,0.06110100926607786,0.3,0.42
Abalone19,threshold_optimization,SMOTE-Tomek + RF,ghost,ghost_mcc,0.35333333333333333,0.06110100926607786,0.3,0.42
Abalone19,threshold_optimization,SMOTE-Tomek + RF,ghost,ghost_youden,0.35333333333333333,0.06110100926607786,0.3,0.42
Abalone19,threshold_optimization,SMOTE-Tomek + RF,train_optimized,train_best_f1,0.5133333333333333,0.08144527815247077,0.42000000000000004,0.5700000000000001
Abalone19,threshold_optimization,SMOTE-Tomek + RF,train_optimized,train_best_g_mean,0.4166666666666667,0.15502687938977983,0.26,0.5700000000000001
Abalone19,threshold_optimization,SMOTE-Tomek + RF,train_optimized,train_best_mcc,0.5133333333333333,0.08144527815247077,0.42000000000000004,0.5700000000000001
Abalone19,threshold_optimization,SMOTE-Tomek + RF,train_optimized,train_best_youden,0.4166666666666667,0.15502687938977983,0.26,0.5700000000000001
Abalone19,threshold_optimization,SMOTE-Tomek + RF,validation_optimized,validation_best_f1,0.18666666666666668,0.07505553499465135,0.09999999999999999,0.23
Abalone19,threshold_optimization,SMOTE-Tomek + RF,validation_optimized,validation_best_g_mean,0.03666666666666667,0.03785938897200183,0.01,0.08
Abalone19,threshold_optimization,SMOTE-Tomek + RF,validation_optimized,validation_best_mcc,0.08333333333333333,0.03511884584284246,0.05,0.12
Abalone19,threshold_optimization,SMOTE-Tomek + RF,validation_optimized,validation_best_youden,0.03666666666666667,0.03785938897200183,0.01,0.08
Credit Card Fraud Detection,threshold_optimization,ADASYN + RF,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Credit Card Fraud Detection,threshold_optimization,ADASYN + RF,ghost,ghost_f1,0.3866666666666667,0.015275252316519473,0.37,0.4
Credit Card Fraud Detection,threshold_optimization,ADASYN + RF,ghost,ghost_g_mean,0.3866666666666667,0.015275252316519473,0.37,0.4
Credit Card Fraud Detection,threshold_optimization,ADASYN + RF,ghost,ghost_kappa,0.3866666666666667,0.015275252316519473,0.37,0.4
Credit Card Fraud Detection,threshold_optimization,ADASYN + RF,ghost,ghost_mcc,0.3866666666666667,0.015275252316519473,0.37,0.4
Credit Card Fraud Detection,threshold_optimization,ADASYN + RF,ghost,ghost_youden,0.3866666666666667,0.015275252316519473,0.37,0.4
Credit Card Fraud Detection,threshold_optimization,ADASYN + RF,train_optimized,train_best_f1,0.41,0.010000000000000009,0.4,0.42000000000000004
Credit Card Fraud Detection,threshold_optimization,ADASYN + RF,train_optimized,train_best_g_mean,0.41,0.010000000000000009,0.4,0.42000000000000004
Credit Card Fraud Detection,threshold_optimization,ADASYN + RF,train_optimized,train_best_mcc,0.41,0.010000000000000009,0.4,0.42000000000000004
Credit Card Fraud Detection,threshold_optimization,ADASYN + RF,train_optimized,train_best_youden,0.41,0.010000000000000009,0.4,0.42000000000000004
Credit Card Fraud Detection,threshold_optimization,ADASYN + RF,validation_optimized,validation_best_f1,0.5166666666666667,0.12897028081435405,0.41000000000000003,0.66
Credit Card Fraud Detection,threshold_optimization,ADASYN + RF,validation_optimized,validation_best_g_mean,0.03666666666666667,0.005773502691896256,0.03,0.04
Credit Card Fraud Detection,threshold_optimization,ADASYN + RF,validation_optimized,validation_best_mcc,0.5166666666666667,0.12897028081435405,0.41000000000000003,0.66
Credit Card Fraud Detection,threshold_optimization,ADASYN + RF,validation_optimized,validation_best_youden,0.06,0.04358898943540673,0.03,0.11
Credit Card Fraud Detection,threshold_optimization,Balanced Bagging,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Credit Card Fraud Detection,threshold_optimization,Balanced Bagging,ghost,ghost_f1,0.96,0.017320508075688787,0.94,0.97
Credit Card Fraud Detection,threshold_optimization,Balanced Bagging,ghost,ghost_g_mean,0.5866666666666667,0.04041451884327376,0.54,0.61
Credit Card Fraud Detection,threshold_optimization,Balanced Bagging,ghost,ghost_kappa,0.96,0.017320508075688787,0.94,0.97
Credit Card Fraud Detection,threshold_optimization,Balanced Bagging,ghost,ghost_mcc,0.96,0.017320508075688787,0.94,0.97
Credit Card Fraud Detection,threshold_optimization,Balanced Bagging,ghost,ghost_youden,0.5866666666666667,0.04041451884327376,0.54,0.61
Credit Card Fraud Detection,threshold_optimization,Balanced Bagging,train_optimized,train_best_f1,0.96,0.017320508075688724,0.9400000000000001,0.97
Credit Card Fraud Detection,threshold_optimization,Balanced Bagging,train_optimized,train_best_g_mean,0.5733333333333334,0.0351188458428424,0.54,0.61
Credit Card Fraud Detection,threshold_optimization,Balanced Bagging,train_optimized,train_best_mcc,0.9700000000000001,0.0,0.97,0.97
Credit Card Fraud Detection,threshold_optimization,Balanced Bagging,train_optimized,train_best_youden,0.5733333333333334,0.0351188458428424,0.54,0.61
Credit Card Fraud Detection,threshold_optimization,Balanced Bagging,validation_optimized,validation_best_f1,0.9500000000000001,0.03464101615137755,0.91,0.97
Credit Card Fraud Detection,threshold_optimization,Balanced Bagging,validation_optimized,validation_best_g_mean,0.4733333333333334,0.11930353445448852,0.34,0.5700000000000001
Credit Card Fraud Detection,threshold_optimization,Balanced Bagging,validation_optimized,validation_best_mcc,0.9500000000000001,0.03464101615137755,0.91,0.97
Credit Card Fraud Detection,threshold_optimization,Balanced Bagging,validation_optimized,validation_best_youden,0.4733333333333334,0.11930353445448852,0.34,0.5700000000000001
Credit Card Fraud Detection,threshold_optimization,Balanced Random Forest,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Credit Card Fraud Detection,threshold_optimization,Balanced Random Forest,ghost,ghost_f1,0.9433333333333334,0.015275252316519411,0.93,0.96
Credit Card Fraud Detection,threshold_optimization,Balanced Random Forest,ghost,ghost_g_mean,0.63,0.0,0.63,0.63
Credit Card Fraud Detection,threshold_optimization,Balanced Random Forest,ghost,ghost_kappa,0.9433333333333334,0.015275252316519411,0.93,0.96
Credit Card Fraud Detection,threshold_optimization,Balanced Random Forest,ghost,ghost_mcc,0.9433333333333334,0.015275252316519411,0.93,0.96
Credit Card Fraud Detection,threshold_optimization,Balanced Random Forest,ghost,ghost_youden,0.63,0.0,0.63,0.63
Credit Card Fraud Detection,threshold_optimization,Balanced Random Forest,train_optimized,train_best_f1,0.9366666666666666,0.011547005383792535,0.93,0.9500000000000001
Credit Card Fraud Detection,threshold_optimization,Balanced Random Forest,train_optimized,train_best_g_mean,0.5766666666666667,0.02081665999466128,0.56,0.6
Credit Card Fraud Detection,threshold_optimization,Balanced Random Forest,train_optimized,train_best_mcc,0.9366666666666666,0.011547005383792535,0.93,0.9500000000000001
Credit Card Fraud Detection,threshold_optimization,Balanced Random Forest,train_optimized,train_best_youden,0.5766666666666667,0.02081665999466128,0.56,0.6
Credit Card Fraud Detection,threshold_optimization,Balanced Random Forest,validation_optimized,validation_best_f1,0.8933333333333334,0.03511884584284249,0.86,0.93
Credit Card Fraud Detection,threshold_optimization,Balanced Random Forest,validation_optimized,validation_best_g_mean,0.4566666666666667,0.11846237095944573,0.32,0.53
Credit Card Fraud Detection,threshold_optimization,Balanced Random Forest,validation_optimized,validation_best_mcc,0.8933333333333334,0.03511884584284249,0.86,0.93
Credit Card Fraud Detection,threshold_optimization,Balanced Random Forest,validation_optimized,validation_best_youden,0.4566666666666667,0.11846237095944573,0.32,0.53
Credit Card Fraud Detection,threshold_optimization,Baseline RF,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Credit Card Fraud Detection,threshold_optimization,Baseline RF,ghost,ghost_f1,0.29,0.009999999999999967,0.28,0.3
Credit Card Fraud Detection,threshold_optimization,Baseline RF,ghost,ghost_g_mean,0.29,0.009999999999999967,0.28,0.3
Credit Card Fraud Detection,threshold_optimization,Baseline RF,ghost,ghost_kappa,0.29,0.009999999999999967,0.28,0.3
Credit Card Fraud Detection,threshold_optimization,Baseline RF,ghost,ghost_mcc,0.29,0.009999999999999967,0.28,0.3
Credit Card Fraud Detection,threshold_optimization,Baseline RF,ghost,ghost_youden,0.29,0.009999999999999967,0.28,0.3
Credit Card Fraud Detection,threshold_optimization,Baseline RF,train_optimized,train_best_f1,0.36000000000000004,0.01732050807568875,0.35000000000000003,0.38
Credit Card Fraud Detection,threshold_optimization,Baseline RF,train_optimized,train_best_g_mean,0.36000000000000004,0.01732050807568875,0.35000000000000003,0.38
Credit Card Fraud Detection,threshold_optimization,Baseline RF,train_optimized,train_best_mcc,0.36000000000000004,0.01732050807568875,0.35000000000000003,0.38
Credit Card Fraud Detection,threshold_optimization,Baseline RF,train_optimized,train_best_youden,0.36000000000000004,0.01732050807568875,0.35000000000000003,0.38
Credit Card Fraud Detection,threshold_optimization,Baseline RF,validation_optimized,validation_best_f1,0.45999999999999996,0.14525839046333952,0.32,0.61
Credit Card Fraud Detection,threshold_optimization,Baseline RF,validation_optimized,validation_best_g_mean,0.02,0.01,0.01,0.03
Credit Card Fraud Detection,threshold_optimization,Baseline RF,validation_optimized,validation_best_mcc,0.45999999999999996,0.14525839046333952,0.32,0.61
Credit Card Fraud Detection,threshold_optimization,Baseline RF,validation_optimized,validation_best_youden,0.02,0.01,0.01,0.03
Credit Card Fraud Detection,threshold_optimization,Borderline-SMOTE + RF,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Credit Card Fraud Detection,threshold_optimization,Borderline-SMOTE + RF,ghost,ghost_f1,0.3233333333333333,0.020816659994661355,0.3,0.34
Credit Card Fraud Detection,threshold_optimization,Borderline-SMOTE + RF,ghost,ghost_g_mean,0.3233333333333333,0.020816659994661355,0.3,0.34
Credit Card Fraud Detection,threshold_optimization,Borderline-SMOTE + RF,ghost,ghost_kappa,0.3233333333333333,0.020816659994661355,0.3,0.34
Credit Card Fraud Detection,threshold_optimization,Borderline-SMOTE + RF,ghost,ghost_mcc,0.3233333333333333,0.020816659994661355,0.3,0.34
Credit Card Fraud Detection,threshold_optimization,Borderline-SMOTE + RF,ghost,ghost_youden,0.3233333333333333,0.020816659994661355,0.3,0.34
Credit Card Fraud Detection,threshold_optimization,Borderline-SMOTE + RF,train_optimized,train_best_f1,0.38333333333333336,0.040414518843273795,0.34,0.42000000000000004
Credit Card Fraud Detection,threshold_optimization,Borderline-SMOTE + RF,train_optimized,train_best_g_mean,0.38333333333333336,0.040414518843273795,0.34,0.42000000000000004
Credit Card Fraud Detection,threshold_optimization,Borderline-SMOTE + RF,train_optimized,train_best_mcc,0.38333333333333336,0.040414518843273795,0.34,0.42000000000000004
Credit Card Fraud Detection,threshold_optimization,Borderline-SMOTE + RF,train_optimized,train_best_youden,0.38333333333333336,0.040414518843273795,0.34,0.42000000000000004
Credit Card Fraud Detection,threshold_optimization,Borderline-SMOTE + RF,validation_optimized,validation_best_f1,0.40666666666666673,0.011547005383792521,0.4,0.42000000000000004
Credit Card Fraud Detection,threshold_optimization,Borderline-SMOTE + RF,validation_optimized,validation_best_g_mean,0.02,0.01,0.01,0.03
Credit Card Fraud Detection,threshold_optimization,Borderline-SMOTE + RF,validation_optimized,validation_best_mcc,0.40666666666666673,0.011547005383792521,0.4,0.42000000000000004
Credit Card Fraud Detection,threshold_optimization,Borderline-SMOTE + RF,validation_optimized,validation_best_youden,0.02,0.01,0.01,0.03
Credit Card Fraud Detection,threshold_optimization,Class weight LogisticRegression,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Credit Card Fraud Detection,threshold_optimization,Class weight LogisticRegression,ghost,ghost_f1,0.9899999999999999,0.0,0.99,0.99
Credit Card Fraud Detection,threshold_optimization,Class weight LogisticRegression,ghost,ghost_g_mean,0.3433333333333333,0.040414518843273815,0.32,0.39
Credit Card Fraud Detection,threshold_optimization,Class weight LogisticRegression,ghost,ghost_kappa,0.9899999999999999,0.0,0.99,0.99
Credit Card Fraud Detection,threshold_optimization,Class weight LogisticRegression,ghost,ghost_mcc,0.9899999999999999,0.0,0.99,0.99
Credit Card Fraud Detection,threshold_optimization,Class weight LogisticRegression,ghost,ghost_youden,0.3433333333333333,0.040414518843273815,0.32,0.39
Credit Card Fraud Detection,threshold_optimization,Class weight LogisticRegression,train_optimized,train_best_f1,0.9899999999999999,0.0,0.99,0.99
Credit Card Fraud Detection,threshold_optimization,Class weight LogisticRegression,train_optimized,train_best_g_mean,0.31,0.0,0.31,0.31
Credit Card Fraud Detection,threshold_optimization,Class weight LogisticRegression,train_optimized,train_best_mcc,0.9899999999999999,0.0,0.99,0.99
Credit Card Fraud Detection,threshold_optimization,Class weight LogisticRegression,train_optimized,train_best_youden,0.31,0.0,0.31,0.31
Credit Card Fraud Detection,threshold_optimization,Class weight LogisticRegression,validation_optimized,validation_best_f1,0.9899999999999999,0.0,0.99,0.99
Credit Card Fraud Detection,threshold_optimization,Class weight LogisticRegression,validation_optimized,validation_best_g_mean,0.4166666666666667,0.11846237095944573,0.28,0.49
Credit Card Fraud Detection,threshold_optimization,Class weight LogisticRegression,validation_optimized,validation_best_mcc,0.9899999999999999,0.0,0.99,0.99
Credit Card Fraud Detection,threshold_optimization,Class weight LogisticRegression,validation_optimized,validation_best_youden,0.4166666666666667,0.11846237095944573,0.28,0.49
Credit Card Fraud Detection,threshold_optimization,Custom weighted log-loss LR,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Credit Card Fraud Detection,threshold_optimization,Custom weighted log-loss LR,ghost,ghost_f1,0.45,0.06,0.39,0.51
Credit Card Fraud Detection,threshold_optimization,Custom weighted log-loss LR,ghost,ghost_g_mean,0.01,0.0,0.01,0.01
Credit Card Fraud Detection,threshold_optimization,Custom weighted log-loss LR,ghost,ghost_kappa,0.45,0.06,0.39,0.51
Credit Card Fraud Detection,threshold_optimization,Custom weighted log-loss LR,ghost,ghost_mcc,0.45,0.06,0.39,0.51
Credit Card Fraud Detection,threshold_optimization,Custom weighted log-loss LR,ghost,ghost_youden,0.01,0.0,0.01,0.01
Credit Card Fraud Detection,threshold_optimization,Custom weighted log-loss LR,train_optimized,train_best_f1,0.52,0.0,0.52,0.52
Credit Card Fraud Detection,threshold_optimization,Custom weighted log-loss LR,train_optimized,train_best_g_mean,0.01,0.0,0.01,0.01
Credit Card Fraud Detection,threshold_optimization,Custom weighted log-loss LR,train_optimized,train_best_mcc,0.52,0.0,0.52,0.52
Credit Card Fraud Detection,threshold_optimization,Custom weighted log-loss LR,train_optimized,train_best_youden,0.01,0.0,0.01,0.01
Credit Card Fraud Detection,threshold_optimization,Custom weighted log-loss LR,validation_optimized,validation_best_f1,0.5066666666666667,0.14742229591663988,0.34,0.62
Credit Card Fraud Detection,threshold_optimization,Custom weighted log-loss LR,validation_optimized,validation_best_g_mean,0.013333333333333334,0.005773502691896258,0.01,0.02
Credit Card Fraud Detection,threshold_optimization,Custom weighted log-loss LR,validation_optimized,validation_best_mcc,0.5066666666666667,0.14742229591663988,0.34,0.62
Credit Card Fraud Detection,threshold_optimization,Custom weighted log-loss LR,validation_optimized,validation_best_youden,0.013333333333333334,0.005773502691896258,0.01,0.02
Credit Card Fraud Detection,threshold_optimization,EasyEnsemble,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Credit Card Fraud Detection,threshold_optimization,EasyEnsemble,ghost,ghost_f1,0.6666666666666666,0.0057735026918962545,0.66,0.67
Credit Card Fraud Detection,threshold_optimization,EasyEnsemble,ghost,ghost_g_mean,0.49333333333333335,0.0057735026918962675,0.49,0.5
Credit Card Fraud Detection,threshold_optimization,EasyEnsemble,ghost,ghost_kappa,0.6666666666666666,0.0057735026918962545,0.66,0.67
Credit Card Fraud Detection,threshold_optimization,EasyEnsemble,ghost,ghost_mcc,0.6666666666666666,0.0057735026918962545,0.66,0.67
Credit Card Fraud Detection,threshold_optimization,EasyEnsemble,ghost,ghost_youden,0.49333333333333335,0.0057735026918962675,0.49,0.5
Credit Card Fraud Detection,threshold_optimization,EasyEnsemble,train_optimized,train_best_f1,0.6633333333333334,0.005773502691896279,0.66,0.67
Credit Card Fraud Detection,threshold_optimization,EasyEnsemble,train_optimized,train_best_g_mean,0.49333333333333335,0.0057735026918962675,0.49,0.5
Credit Card Fraud Detection,threshold_optimization,EasyEnsemble,train_optimized,train_best_mcc,0.6666666666666666,0.0057735026918962545,0.66,0.67
Credit Card Fraud Detection,threshold_optimization,EasyEnsemble,train_optimized,train_best_youden,0.49333333333333335,0.0057735026918962675,0.49,0.5
Credit Card Fraud Detection,threshold_optimization,EasyEnsemble,validation_optimized,validation_best_f1,0.6566666666666667,0.005773502691896279,0.65,0.66
Credit Card Fraud Detection,threshold_optimization,EasyEnsemble,validation_optimized,validation_best_g_mean,0.51,0.020000000000000018,0.49,0.53
Credit Card Fraud Detection,threshold_optimization,EasyEnsemble,validation_optimized,validation_best_mcc,0.6566666666666667,0.005773502691896279,0.65,0.66
Credit Card Fraud Detection,threshold_optimization,EasyEnsemble,validation_optimized,validation_best_youden,0.51,0.020000000000000018,0.49,0.53
Credit Card Fraud Detection,threshold_optimization,RF (balanced_subsample),fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Credit Card Fraud Detection,threshold_optimization,RF (balanced_subsample),ghost,ghost_f1,0.32666666666666666,0.015275252316519482,0.31,0.34
Credit Card Fraud Detection,threshold_optimization,RF (balanced_subsample),ghost,ghost_g_mean,0.32666666666666666,0.015275252316519482,0.31,0.34
Credit Card Fraud Detection,threshold_optimization,RF (balanced_subsample),ghost,ghost_kappa,0.32666666666666666,0.015275252316519482,0.31,0.34
Credit Card Fraud Detection,threshold_optimization,RF (balanced_subsample),ghost,ghost_mcc,0.32666666666666666,0.015275252316519482,0.31,0.34
Credit Card Fraud Detection,threshold_optimization,RF (balanced_subsample),ghost,ghost_youden,0.32666666666666666,0.015275252316519482,0.31,0.34
Credit Card Fraud Detection,threshold_optimization,RF (balanced_subsample),train_optimized,train_best_f1,0.36000000000000004,0.017320508075688756,0.35000000000000003,0.38
Credit Card Fraud Detection,threshold_optimization,RF (balanced_subsample),train_optimized,train_best_g_mean,0.36000000000000004,0.017320508075688756,0.35000000000000003,0.38
Credit Card Fraud Detection,threshold_optimization,RF (balanced_subsample),train_optimized,train_best_mcc,0.36000000000000004,0.017320508075688756,0.35000000000000003,0.38
Credit Card Fraud Detection,threshold_optimization,RF (balanced_subsample),train_optimized,train_best_youden,0.36000000000000004,0.017320508075688756,0.35000000000000003,0.38
Credit Card Fraud Detection,threshold_optimization,RF (balanced_subsample),validation_optimized,validation_best_f1,0.2366666666666667,0.025166114784235825,0.21000000000000002,0.26
Credit Card Fraud Detection,threshold_optimization,RF (balanced_subsample),validation_optimized,validation_best_g_mean,0.016666666666666666,0.005773502691896258,0.01,0.02
Credit Card Fraud Detection,threshold_optimization,RF (balanced_subsample),validation_optimized,validation_best_mcc,0.37333333333333335,0.1594783161854092,0.24000000000000002,0.55
Credit Card Fraud Detection,threshold_optimization,RF (balanced_subsample),validation_optimized,validation_best_youden,0.016666666666666666,0.005773502691896258,0.01,0.02
Credit Card Fraud Detection,threshold_optimization,RUSBoost,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Credit Card Fraud Detection,threshold_optimization,RUSBoost,ghost,ghost_f1,0.7799999999999999,0.034641016151377574,0.74,0.8
Credit Card Fraud Detection,threshold_optimization,RUSBoost,ghost,ghost_g_mean,0.27,0.03000000000000002,0.24,0.3
Credit Card Fraud Detection,threshold_optimization,RUSBoost,ghost,ghost_kappa,0.7799999999999999,0.034641016151377574,0.74,0.8
Credit Card Fraud Detection,threshold_optimization,RUSBoost,ghost,ghost_mcc,0.7799999999999999,0.034641016151377574,0.74,0.8
Credit Card Fraud Detection,threshold_optimization,RUSBoost,ghost,ghost_youden,0.27,0.03000000000000002,0.24,0.3
Credit Card Fraud Detection,threshold_optimization,RUSBoost,train_optimized,train_best_f1,0.7799999999999999,0.034641016151377574,0.74,0.8
Credit Card Fraud Detection,threshold_optimization,RUSBoost,train_optimized,train_best_g_mean,0.27,0.030000000000000002,0.24000000000000002,0.3
Credit Card Fraud Detection,threshold_optimization,RUSBoost,train_optimized,train_best_mcc,0.7799999999999999,0.034641016151377574,0.74,0.8
Credit Card Fraud Detection,threshold_optimization,RUSBoost,train_optimized,train_best_youden,0.27,0.030000000000000002,0.24000000000000002,0.3
Credit Card Fraud Detection,threshold_optimization,RUSBoost,validation_optimized,validation_best_f1,0.5533333333333333,0.37541088600802897,0.12,0.78
Credit Card Fraud Detection,threshold_optimization,RUSBoost,validation_optimized,validation_best_g_mean,0.47000000000000003,0.3064310689208912,0.12,0.6900000000000001
Credit Card Fraud Detection,threshold_optimization,RUSBoost,validation_optimized,validation_best_mcc,0.5533333333333333,0.37541088600802897,0.12,0.78
Credit Card Fraud Detection,threshold_optimization,RUSBoost,validation_optimized,validation_best_youden,0.47000000000000003,0.3064310689208912,0.12,0.6900000000000001
Credit Card Fraud Detection,threshold_optimization,Random Oversampling + RF,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Credit Card Fraud Detection,threshold_optimization,Random Oversampling + RF,ghost,ghost_f1,0.33,0.026457513110645876,0.31,0.36
Credit Card Fraud Detection,threshold_optimization,Random Oversampling + RF,ghost,ghost_g_mean,0.33,0.026457513110645876,0.31,0.36
Credit Card Fraud Detection,threshold_optimization,Random Oversampling + RF,ghost,ghost_kappa,0.33,0.026457513110645876,0.31,0.36
