dataset,scenario,method,strategy_group,strategy,mean,std,min,max
Credit Card Fraud Detection,threshold_optimization,Random Oversampling + RF,ghost,ghost_mcc,0.33,0.026457513110645876,0.31,0.36
Credit Card Fraud Detection,threshold_optimization,Random Oversampling + RF,ghost,ghost_youden,0.33,0.026457513110645876,0.31,0.36
Credit Card Fraud Detection,threshold_optimization,Random Oversampling + RF,train_optimized,train_best_f1,0.37333333333333335,0.020816659994661302,0.35000000000000003,0.39
Credit Card Fraud Detection,threshold_optimization,Random Oversampling + RF,train_optimized,train_best_g_mean,0.37333333333333335,0.020816659994661302,0.35000000000000003,0.39
Credit Card Fraud Detection,threshold_optimization,Random Oversampling + RF,train_optimized,train_best_mcc,0.37333333333333335,0.020816659994661302,0.35000000000000003,0.39
Credit Card Fraud Detection,threshold_optimization,Random Oversampling + RF,train_optimized,train_best_youden,0.37333333333333335,0.020816659994661302,0.35000000000000003,0.39
Credit Card Fraud Detection,threshold_optimization,Random Oversampling + RF,validation_optimized,validation_best_f1,0.47000000000000003,0.21633307652783937,0.29000000000000004,0.7100000000000001
Credit Card Fraud Detection,threshold_optimization,Random Oversampling + RF,validation_optimized,validation_best_g_mean,0.023333333333333334,0.011547005383792516,0.01,0.03
Credit Card Fraud Detection,threshold_optimization,Random Oversampling + RF,validation_optimized,validation_best_mcc,0.47000000000000003,0.21633307652783937,0.29000000000000004,0.7100000000000001
Credit Card Fraud Detection,threshold_optimization,Random Oversampling + RF,validation_optimized,validation_best_youden,0.023333333333333334,0.011547005383792516,0.01,0.03
Credit Card Fraud Detection,threshold_optimization,Random Undersampling + RF,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Credit Card Fraud Detection,threshold_optimization,Random Undersampling + RF,ghost,ghost_f1,0.9666666666666667,0.005773502691896279,0.96,0.97
Credit Card Fraud Detection,threshold_optimization,Random Undersampling + RF,ghost,ghost_g_mean,0.6133333333333333,0.011547005383792509,0.6,0.62
Credit Card Fraud Detection,threshold_optimization,Random Undersampling + RF,ghost,ghost_kappa,0.9666666666666667,0.005773502691896279,0.96,0.97
Credit Card Fraud Detection,threshold_optimization,Random Undersampling + RF,ghost,ghost_mcc,0.9700000000000001,0.0,0.97,0.97
Credit Card Fraud Detection,threshold_optimization,Random Undersampling + RF,ghost,ghost_youden,0.6133333333333333,0.011547005383792509,0.6,0.62
Credit Card Fraud Detection,threshold_optimization,Random Undersampling + RF,train_optimized,train_best_f1,0.9566666666666667,0.005773502691896279,0.9500000000000001,0.9600000000000001
Credit Card Fraud Detection,threshold_optimization,Random Undersampling + RF,train_optimized,train_best_g_mean,0.5700000000000001,0.017320508075688787,0.55,0.5800000000000001
Credit Card Fraud Detection,threshold_optimization,Random Undersampling + RF,train_optimized,train_best_mcc,0.9566666666666667,0.005773502691896279,0.9500000000000001,0.9600000000000001
Credit Card Fraud Detection,threshold_optimization,Random Undersampling + RF,train_optimized,train_best_youden,0.5700000000000001,0.017320508075688787,0.55,0.5800000000000001
Credit Card Fraud Detection,threshold_optimization,Random Undersampling + RF,validation_optimized,validation_best_f1,0.91,0.040000000000000036,0.87,0.9500000000000001
Credit Card Fraud Detection,threshold_optimization,Random Undersampling + RF,validation_optimized,validation_best_g_mean,0.5933333333333334,0.15821925715074425,0.42000000000000004,0.73
Credit Card Fraud Detection,threshold_optimization,Random Undersampling + RF,validation_optimized,validation_best_mcc,0.91,0.040000000000000036,0.87,0.9500000000000001
Credit Card Fraud Detection,threshold_optimization,Random Undersampling + RF,validation_optimized,validation_best_youden,0.5933333333333334,0.15821925715074425,0.42000000000000004,0.73
Credit Card Fraud Detection,threshold_optimization,SMOTE + RF,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Credit Card Fraud Detection,threshold_optimization,SMOTE + RF,ghost,ghost_f1,0.3833333333333333,0.011547005383792533,0.37,0.39
Credit Card Fraud Detection,threshold_optimization,SMOTE + RF,ghost,ghost_g_mean,0.3833333333333333,0.011547005383792533,0.37,0.39
Credit Card Fraud Detection,threshold_optimization,SMOTE + RF,ghost,ghost_kappa,0.3833333333333333,0.011547005383792533,0.37,0.39
Credit Card Fraud Detection,threshold_optimization,SMOTE + RF,ghost,ghost_mcc,0.3833333333333333,0.011547005383792533,0.37,0.39
Credit Card Fraud Detection,threshold_optimization,SMOTE + RF,ghost,ghost_youden,0.3833333333333333,0.011547005383792533,0.37,0.39
Credit Card Fraud Detection,threshold_optimization,SMOTE + RF,train_optimized,train_best_f1,0.41,0.010000000000000009,0.4,0.42000000000000004
Credit Card Fraud Detection,threshold_optimization,SMOTE + RF,train_optimized,train_best_g_mean,0.41,0.010000000000000009,0.4,0.42000000000000004
Credit Card Fraud Detection,threshold_optimization,SMOTE + RF,train_optimized,train_best_mcc,0.41,0.010000000000000009,0.4,0.42000000000000004
Credit Card Fraud Detection,threshold_optimization,SMOTE + RF,train_optimized,train_best_youden,0.41,0.010000000000000009,0.4,0.42000000000000004
Credit Card Fraud Detection,threshold_optimization,SMOTE + RF,validation_optimized,validation_best_f1,0.6133333333333334,0.27024680078279073,0.41000000000000003,0.92
Credit Card Fraud Detection,threshold_optimization,SMOTE + RF,validation_optimized,validation_best_g_mean,0.06,0.017320508075688773,0.05,0.08
Credit Card Fraud Detection,threshold_optimization,SMOTE + RF,validation_optimized,validation_best_mcc,0.6133333333333334,0.27024680078279073,0.41000000000000003,0.92
Credit Card Fraud Detection,threshold_optimization,SMOTE + RF,validation_optimized,validation_best_youden,0.06,0.017320508075688773,0.05,0.08
Credit Card Fraud Detection,threshold_optimization,SMOTE-ENN + RF,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Credit Card Fraud Detection,threshold_optimization,SMOTE-ENN + RF,ghost,ghost_f1,0.49666666666666665,0.020816659994661355,0.48,0.52
Credit Card Fraud Detection,threshold_optimization,SMOTE-ENN + RF,ghost,ghost_g_mean,0.043333333333333335,0.03214550253664319,0.02,0.08
Credit Card Fraud Detection,threshold_optimization,SMOTE-ENN + RF,ghost,ghost_kappa,0.49666666666666665,0.020816659994661355,0.48,0.52
Credit Card Fraud Detection,threshold_optimization,SMOTE-ENN + RF,ghost,ghost_mcc,0.49666666666666665,0.020816659994661355,0.48,0.52
Credit Card Fraud Detection,threshold_optimization,SMOTE-ENN + RF,ghost,ghost_youden,0.043333333333333335,0.03214550253664319,0.02,0.08
Credit Card Fraud Detection,threshold_optimization,SMOTE-ENN + RF,train_optimized,train_best_f1,0.5366666666666667,0.03785938897200186,0.51,0.5800000000000001
Credit Card Fraud Detection,threshold_optimization,SMOTE-ENN + RF,train_optimized,train_best_g_mean,0.03333333333333333,0.015275252316519468,0.02,0.05
Credit Card Fraud Detection,threshold_optimization,SMOTE-ENN + RF,train_optimized,train_best_mcc,0.5366666666666667,0.03785938897200186,0.51,0.5800000000000001
Credit Card Fraud Detection,threshold_optimization,SMOTE-ENN + RF,train_optimized,train_best_youden,0.03333333333333333,0.015275252316519468,0.02,0.05
Credit Card Fraud Detection,threshold_optimization,SMOTE-ENN + RF,validation_optimized,validation_best_f1,0.49333333333333335,0.16258331197676265,0.31,0.62
Credit Card Fraud Detection,threshold_optimization,SMOTE-ENN + RF,validation_optimized,validation_best_g_mean,0.03,0.017320508075688777,0.02,0.05
Credit Card Fraud Detection,threshold_optimization,SMOTE-ENN + RF,validation_optimized,validation_best_mcc,0.49333333333333335,0.16258331197676265,0.31,0.62
Credit Card Fraud Detection,threshold_optimization,SMOTE-ENN + RF,validation_optimized,validation_best_youden,0.03,0.017320508075688777,0.02,0.05
Credit Card Fraud Detection,threshold_optimization,SMOTE-Tomek + RF,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Credit Card Fraud Detection,threshold_optimization,SMOTE-Tomek + RF,ghost,ghost_f1,0.45999999999999996,0.11135528725660043,0.36,0.58
Credit Card Fraud Detection,threshold_optimization,SMOTE-Tomek + RF,ghost,ghost_g_mean,0.45999999999999996,0.11135528725660043,0.36,0.58
Credit Card Fraud Detection,threshold_optimization,SMOTE-Tomek + RF,ghost,ghost_kappa,0.45999999999999996,0.11135528725660043,0.36,0.58
Credit Card Fraud Detection,threshold_optimization,SMOTE-Tomek + RF,ghost,ghost_mcc,0.45999999999999996,0.11135528725660043,0.36,0.58
Credit Card Fraud Detection,threshold_optimization,SMOTE-Tomek + RF,ghost,ghost_youden,0.45999999999999996,0.11135528725660043,0.36,0.58
Credit Card Fraud Detection,threshold_optimization,SMOTE-Tomek + RF,train_optimized,train_best_f1,0.4733333333333334,0.08504900548115385,0.41000000000000003,0.5700000000000001
Credit Card Fraud Detection,threshold_optimization,SMOTE-Tomek + RF,train_optimized,train_best_g_mean,0.25666666666666665,0.16258331197676265,0.13,0.44
Credit Card Fraud Detection,threshold_optimization,SMOTE-Tomek + RF,train_optimized,train_best_mcc,0.4733333333333334,0.08504900548115385,0.41000000000000003,0.5700000000000001
Credit Card Fraud Detection,threshold_optimization,SMOTE-Tomek + RF,train_optimized,train_best_youden,0.25666666666666665,0.16258331197676265,0.13,0.44
Credit Card Fraud Detection,threshold_optimization,SMOTE-Tomek + RF,validation_optimized,validation_best_f1,0.6,0.26153393661244045,0.42000000000000004,0.9
Credit Card Fraud Detection,threshold_optimization,SMOTE-Tomek + RF,validation_optimized,validation_best_g_mean,0.06333333333333334,0.0404145188432738,0.04,0.11
Credit Card Fraud Detection,threshold_optimization,SMOTE-Tomek + RF,validation_optimized,validation_best_mcc,0.6,0.26153393661244045,0.42000000000000004,0.9
Credit Card Fraud Detection,threshold_optimization,SMOTE-Tomek + RF,validation_optimized,validation_best_youden,0.06333333333333334,0.0404145188432738,0.04,0.11
Mammography,threshold_optimization,ADASYN + RF,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Mammography,threshold_optimization,ADASYN + RF,ghost,ghost_f1,0.3333333333333333,0.025166114784235832,0.31,0.36
Mammography,threshold_optimization,ADASYN + RF,ghost,ghost_g_mean,0.32,0.017320508075688787,0.31,0.34
Mammography,threshold_optimization,ADASYN + RF,ghost,ghost_kappa,0.3333333333333333,0.025166114784235832,0.31,0.36
Mammography,threshold_optimization,ADASYN + RF,ghost,ghost_mcc,0.3333333333333333,0.025166114784235832,0.31,0.36
Mammography,threshold_optimization,ADASYN + RF,ghost,ghost_youden,0.32,0.017320508075688787,0.31,0.34
Mammography,threshold_optimization,ADASYN + RF,train_optimized,train_best_f1,0.37000000000000005,0.045825756949558406,0.33,0.42000000000000004
Mammography,threshold_optimization,ADASYN + RF,train_optimized,train_best_g_mean,0.37000000000000005,0.045825756949558406,0.33,0.42000000000000004
Mammography,threshold_optimization,ADASYN + RF,train_optimized,train_best_mcc,0.37000000000000005,0.045825756949558406,0.33,0.42000000000000004
Mammography,threshold_optimization,ADASYN + RF,train_optimized,train_best_youden,0.37000000000000005,0.045825756949558406,0.33,0.42000000000000004
Mammography,threshold_optimization,ADASYN + RF,validation_optimized,validation_best_f1,0.4733333333333334,0.11547005383792516,0.34,0.54
Mammography,threshold_optimization,ADASYN + RF,validation_optimized,validation_best_g_mean,0.13,0.07810249675906655,0.04,0.18000000000000002
Mammography,threshold_optimization,ADASYN + RF,validation_optimized,validation_best_mcc,0.6633333333333334,0.1365039681962885,0.54,0.81
Mammography,threshold_optimization,ADASYN + RF,validation_optimized,validation_best_youden,0.13,0.07810249675906655,0.04,0.18000000000000002
Mammography,threshold_optimization,Balanced Bagging,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Mammography,threshold_optimization,Balanced Bagging,ghost,ghost_f1,0.8833333333333333,0.051316014394468826,0.84,0.94
Mammography,threshold_optimization,Balanced Bagging,ghost,ghost_g_mean,0.5833333333333334,0.023094010767585042,0.57,0.61
Mammography,threshold_optimization,Balanced Bagging,ghost,ghost_kappa,0.8833333333333333,0.051316014394468826,0.84,0.94
Mammography,threshold_optimization,Balanced Bagging,ghost,ghost_mcc,0.8833333333333333,0.051316014394468826,0.84,0.94
Mammography,threshold_optimization,Balanced Bagging,ghost,ghost_youden,0.5833333333333334,0.023094010767585042,0.57,0.61
Mammography,threshold_optimization,Balanced Bagging,train_optimized,train_best_f1,0.9066666666666667,0.03511884584284248,0.87,0.9400000000000001
Mammography,threshold_optimization,Balanced Bagging,train_optimized,train_best_g_mean,0.56,0.017320508075688787,0.54,0.5700000000000001
Mammography,threshold_optimization,Balanced Bagging,train_optimized,train_best_mcc,0.9066666666666667,0.03511884584284248,0.87,0.9400000000000001
Mammography,threshold_optimization,Balanced Bagging,train_optimized,train_best_youden,0.55,0.017320508075688787,0.54,0.5700000000000001
Mammography,threshold_optimization,Balanced Bagging,validation_optimized,validation_best_f1,0.9066666666666667,0.03511884584284251,0.87,0.9400000000000001
Mammography,threshold_optimization,Balanced Bagging,validation_optimized,validation_best_g_mean,0.3966666666666667,0.15307950004273382,0.28,0.5700000000000001
Mammography,threshold_optimization,Balanced Bagging,validation_optimized,validation_best_mcc,0.9066666666666667,0.03511884584284251,0.87,0.9400000000000001
Mammography,threshold_optimization,Balanced Bagging,validation_optimized,validation_best_youden,0.4833333333333334,0.1250333288900737,0.34,0.5700000000000001
Mammography,threshold_optimization,Balanced Random Forest,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Mammography,threshold_optimization,Balanced Random Forest,ghost,ghost_f1,0.8466666666666667,0.030550504633038964,0.82,0.88
Mammography,threshold_optimization,Balanced Random Forest,ghost,ghost_g_mean,0.6366666666666667,0.023094010767585042,0.61,0.65
Mammography,threshold_optimization,Balanced Random Forest,ghost,ghost_kappa,0.8466666666666667,0.030550504633038964,0.82,0.88
Mammography,threshold_optimization,Balanced Random Forest,ghost,ghost_mcc,0.84,0.05291502622129181,0.8,0.9
Mammography,threshold_optimization,Balanced Random Forest,ghost,ghost_youden,0.6366666666666667,0.023094010767585042,0.61,0.65
Mammography,threshold_optimization,Balanced Random Forest,train_optimized,train_best_f1,0.88,0.0435889894354067,0.8300000000000001,0.91
Mammography,threshold_optimization,Balanced Random Forest,train_optimized,train_best_g_mean,0.61,0.010000000000000009,0.6,0.62
Mammography,threshold_optimization,Balanced Random Forest,train_optimized,train_best_mcc,0.88,0.0435889894354067,0.8300000000000001,0.91
Mammography,threshold_optimization,Balanced Random Forest,train_optimized,train_best_youden,0.61,0.010000000000000009,0.6,0.62
Mammography,threshold_optimization,Balanced Random Forest,validation_optimized,validation_best_f1,0.8733333333333334,0.0057735026918962545,0.87,0.88
Mammography,threshold_optimization,Balanced Random Forest,validation_optimized,validation_best_g_mean,0.42,0.039999999999999994,0.38,0.46
Mammography,threshold_optimization,Balanced Random Forest,validation_optimized,validation_best_mcc,0.8766666666666666,0.005773502691896279,0.87,0.88
Mammography,threshold_optimization,Balanced Random Forest,validation_optimized,validation_best_youden,0.42,0.039999999999999994,0.38,0.46
Mammography,threshold_optimization,Baseline RF,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Mammography,threshold_optimization,Baseline RF,ghost,ghost_f1,0.27,0.02645751311064592,0.25,0.3
Mammography,threshold_optimization,Baseline RF,ghost,ghost_g_mean,0.24,0.019999999999999997,0.22,0.26
Mammography,threshold_optimization,Baseline RF,ghost,ghost_kappa,0.27,0.02645751311064592,0.25,0.3
Mammography,threshold_optimization,Baseline RF,ghost,ghost_mcc,0.27,0.02645751311064592,0.25,0.3
Mammography,threshold_optimization,Baseline RF,ghost,ghost_youden,0.24,0.019999999999999997,0.22,0.26
Mammography,threshold_optimization,Baseline RF,train_optimized,train_best_f1,0.38333333333333336,0.03055050463303892,0.35000000000000003,0.41000000000000003
Mammography,threshold_optimization,Baseline RF,train_optimized,train_best_g_mean,0.38333333333333336,0.03055050463303892,0.35000000000000003,0.41000000000000003
Mammography,threshold_optimization,Baseline RF,train_optimized,train_best_mcc,0.38333333333333336,0.03055050463303892,0.35000000000000003,0.41000000000000003
Mammography,threshold_optimization,Baseline RF,train_optimized,train_best_youden,0.38333333333333336,0.03055050463303892,0.35000000000000003,0.41000000000000003
Mammography,threshold_optimization,Baseline RF,validation_optimized,validation_best_f1,0.3566666666666667,0.10692676621563627,0.24000000000000002,0.45
Mammography,threshold_optimization,Baseline RF,validation_optimized,validation_best_g_mean,0.04666666666666667,0.011547005383792518,0.04,0.060000000000000005
Mammography,threshold_optimization,Baseline RF,validation_optimized,validation_best_mcc,0.37666666666666665,0.13503086067019396,0.24000000000000002,0.51
Mammography,threshold_optimization,Baseline RF,validation_optimized,validation_best_youden,0.04666666666666667,0.011547005383792518,0.04,0.060000000000000005
Mammography,threshold_optimization,Borderline-SMOTE + RF,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Mammography,threshold_optimization,Borderline-SMOTE + RF,ghost,ghost_f1,0.34,0.017320508075688777,0.32,0.35
Mammography,threshold_optimization,Borderline-SMOTE + RF,ghost,ghost_g_mean,0.3333333333333333,0.02081665999466133,0.31,0.35
Mammography,threshold_optimization,Borderline-SMOTE + RF,ghost,ghost_kappa,0.34,0.017320508075688777,0.32,0.35
Mammography,threshold_optimization,Borderline-SMOTE + RF,ghost,ghost_mcc,0.34,0.017320508075688777,0.32,0.35
Mammography,threshold_optimization,Borderline-SMOTE + RF,ghost,ghost_youden,0.3333333333333333,0.02081665999466133,0.31,0.35
Mammography,threshold_optimization,Borderline-SMOTE + RF,train_optimized,train_best_f1,0.38333333333333336,0.030550504633038947,0.35000000000000003,0.41000000000000003
Mammography,threshold_optimization,Borderline-SMOTE + RF,train_optimized,train_best_g_mean,0.38333333333333336,0.030550504633038947,0.35000000000000003,0.41000000000000003
Mammography,threshold_optimization,Borderline-SMOTE + RF,train_optimized,train_best_mcc,0.38333333333333336,0.030550504633038947,0.35000000000000003,0.41000000000000003
Mammography,threshold_optimization,Borderline-SMOTE + RF,train_optimized,train_best_youden,0.38333333333333336,0.030550504633038947,0.35000000000000003,0.41000000000000003
Mammography,threshold_optimization,Borderline-SMOTE + RF,validation_optimized,validation_best_f1,0.5233333333333333,0.08504900548115384,0.44,0.61
Mammography,threshold_optimization,Borderline-SMOTE + RF,validation_optimized,validation_best_g_mean,0.05000000000000001,0.01732050807568878,0.03,0.060000000000000005
Mammography,threshold_optimization,Borderline-SMOTE + RF,validation_optimized,validation_best_mcc,0.6066666666666666,0.1650252505931542,0.44,0.77
Mammography,threshold_optimization,Borderline-SMOTE + RF,validation_optimized,validation_best_youden,0.05000000000000001,0.01732050807568878,0.03,0.060000000000000005
Mammography,threshold_optimization,Class weight LogisticRegression,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Mammography,threshold_optimization,Class weight LogisticRegression,ghost,ghost_f1,0.94,0.0,0.94,0.94
Mammography,threshold_optimization,Class weight LogisticRegression,ghost,ghost_g_mean,0.52,0.0,0.52,0.52
Mammography,threshold_optimization,Class weight LogisticRegression,ghost,ghost_kappa,0.94,0.0,0.94,0.94
Mammography,threshold_optimization,Class weight LogisticRegression,ghost,ghost_mcc,0.94,0.0,0.94,0.94
Mammography,threshold_optimization,Class weight LogisticRegression,ghost,ghost_youden,0.52,0.0,0.52,0.52
Mammography,threshold_optimization,Class weight LogisticRegression,train_optimized,train_best_f1,0.9400000000000001,0.0,0.9400000000000001,0.9400000000000001
Mammography,threshold_optimization,Class weight LogisticRegression,train_optimized,train_best_g_mean,0.51,0.0,0.51,0.51
Mammography,threshold_optimization,Class weight LogisticRegression,train_optimized,train_best_mcc,0.9400000000000001,0.0,0.9400000000000001,0.9400000000000001
Mammography,threshold_optimization,Class weight LogisticRegression,train_optimized,train_best_youden,0.51,0.0,0.51,0.51
Mammography,threshold_optimization,Class weight LogisticRegression,validation_optimized,validation_best_f1,0.9466666666666668,0.011547005383792509,0.9400000000000001,0.9600000000000001
Mammography,threshold_optimization,Class weight LogisticRegression,validation_optimized,validation_best_g_mean,0.3866666666666667,0.020816659994661355,0.37,0.41000000000000003
Mammography,threshold_optimization,Class weight LogisticRegression,validation_optimized,validation_best_mcc,0.9466666666666668,0.011547005383792509,0.9400000000000001,0.9600000000000001
Mammography,threshold_optimization,Class weight LogisticRegression,validation_optimized,validation_best_youden,0.34,0.0608276253029822,0.27,0.38
Mammography,threshold_optimization,Custom weighted log-loss LR,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Mammography,threshold_optimization,Custom weighted log-loss LR,ghost,ghost_f1,0.6166666666666667,0.03785938897200186,0.59,0.66
Mammography,threshold_optimization,Custom weighted log-loss LR,ghost,ghost_g_mean,0.14,0.0,0.14,0.14
Mammography,threshold_optimization,Custom weighted log-loss LR,ghost,ghost_kappa,0.6166666666666667,0.03785938897200186,0.59,0.66
Mammography,threshold_optimization,Custom weighted log-loss LR,ghost,ghost_mcc,0.63,0.036055512754639925,0.59,0.66
Mammography,threshold_optimization,Custom weighted log-loss LR,ghost,ghost_youden,0.14,0.0,0.14,0.14
Mammography,threshold_optimization,Custom weighted log-loss LR,train_optimized,train_best_f1,0.59,0.0,0.59,0.59
Mammography,threshold_optimization,Custom weighted log-loss LR,train_optimized,train_best_g_mean,0.14,0.0,0.14,0.14
Mammography,threshold_optimization,Custom weighted log-loss LR,train_optimized,train_best_mcc,0.59,0.0,0.59,0.59
Mammography,threshold_optimization,Custom weighted log-loss LR,train_optimized,train_best_youden,0.14,0.0,0.14,0.14
Mammography,threshold_optimization,Custom weighted log-loss LR,validation_optimized,validation_best_f1,0.6233333333333334,0.040414518843273746,0.5800000000000001,0.66
Mammography,threshold_optimization,Custom weighted log-loss LR,validation_optimized,validation_best_g_mean,0.10999999999999999,0.009999999999999995,0.09999999999999999,0.12
Mammography,threshold_optimization,Custom weighted log-loss LR,validation_optimized,validation_best_mcc,0.6233333333333334,0.040414518843273746,0.5800000000000001,0.66
Mammography,threshold_optimization,Custom weighted log-loss LR,validation_optimized,validation_best_youden,0.10999999999999999,0.009999999999999995,0.09999999999999999,0.12
Mammography,threshold_optimization,EasyEnsemble,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Mammography,threshold_optimization,EasyEnsemble,ghost,ghost_f1,0.63,0.02645751311064593,0.61,0.66
Mammography,threshold_optimization,EasyEnsemble,ghost,ghost_g_mean,0.5266666666666667,0.015275252316519468,0.51,0.54
Mammography,threshold_optimization,EasyEnsemble,ghost,ghost_kappa,0.6333333333333333,0.025166114784235843,0.61,0.66
Mammography,threshold_optimization,EasyEnsemble,ghost,ghost_mcc,0.65,0.017320508075688787,0.63,0.66
Mammography,threshold_optimization,EasyEnsemble,ghost,ghost_youden,0.54,0.020000000000000018,0.52,0.56
Mammography,threshold_optimization,EasyEnsemble,train_optimized,train_best_f1,0.6133333333333333,0.0057735026918962545,0.61,0.62
Mammography,threshold_optimization,EasyEnsemble,train_optimized,train_best_g_mean,0.5266666666666667,0.015275252316519468,0.51,0.54
Mammography,threshold_optimization,EasyEnsemble,train_optimized,train_best_mcc,0.6466666666666666,0.023094010767585042,0.62,0.66
Mammography,threshold_optimization,EasyEnsemble,train_optimized,train_best_youden,0.54,0.010000000000000009,0.53,0.55
Mammography,threshold_optimization,EasyEnsemble,validation_optimized,validation_best_f1,0.6466666666666666,0.02081665999466135,0.63,0.67
Mammography,threshold_optimization,EasyEnsemble,validation_optimized,validation_best_g_mean,0.5066666666666667,0.005773502691896279,0.5,0.51
Mammography,threshold_optimization,EasyEnsemble,validation_optimized,validation_best_mcc,0.6466666666666666,0.02081665999466135,0.63,0.67
Mammography,threshold_optimization,EasyEnsemble,validation_optimized,validation_best_youden,0.5066666666666667,0.005773502691896279,0.5,0.51
Mammography,threshold_optimization,RF (balanced_subsample),fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Mammography,threshold_optimization,RF (balanced_subsample),ghost,ghost_f1,0.2733333333333334,0.0057735026918962675,0.27,0.28
Mammography,threshold_optimization,RF (balanced_subsample),ghost,ghost_g_mean,0.27,0.010000000000000009,0.26,0.28
Mammography,threshold_optimization,RF (balanced_subsample),ghost,ghost_kappa,0.2733333333333334,0.0057735026918962675,0.27,0.28
Mammography,threshold_optimization,RF (balanced_subsample),ghost,ghost_mcc,0.2733333333333334,0.0057735026918962675,0.27,0.28
Mammography,threshold_optimization,RF (balanced_subsample),ghost,ghost_youden,0.27,0.010000000000000009,0.26,0.28
Mammography,threshold_optimization,RF (balanced_subsample),train_optimized,train_best_f1,0.33,0.03605551275463989,0.29000000000000004,0.36000000000000004
Mammography,threshold_optimization,RF (balanced_subsample),train_optimized,train_best_g_mean,0.33,0.03605551275463989,0.29000000000000004,0.36000000000000004
Mammography,threshold_optimization,RF (balanced_subsample),train_optimized,train_best_mcc,0.33,0.03605551275463989,0.29000000000000004,0.36000000000000004
Mammography,threshold_optimization,RF (balanced_subsample),train_optimized,train_best_youden,0.33,0.03605551275463989,0.29000000000000004,0.36000000000000004
Mammography,threshold_optimization,RF (balanced_subsample),validation_optimized,validation_best_f1,0.3333333333333333,0.07094598884597586,0.27,0.41000000000000003
Mammography,threshold_optimization,RF (balanced_subsample),validation_optimized,validation_best_g_mean,0.07666666666666666,0.005773502691896264,0.06999999999999999,0.08
Mammography,threshold_optimization,RF (balanced_subsample),validation_optimized,validation_best_mcc,0.4000000000000001,0.07549834435270751,0.32,0.47000000000000003
Mammography,threshold_optimization,RF (balanced_subsample),validation_optimized,validation_best_youden,0.07666666666666666,0.005773502691896264,0.06999999999999999,0.08
Mammography,threshold_optimization,RUSBoost,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Mammography,threshold_optimization,RUSBoost,ghost,ghost_f1,0.4033333333333333,0.24664414311581234,0.12,0.57
Mammography,threshold_optimization,RUSBoost,ghost,ghost_g_mean,0.31,0.18520259177452136,0.12,0.49
Mammography,threshold_optimization,RUSBoost,ghost,ghost_kappa,0.4033333333333333,0.24664414311581234,0.12,0.57
Mammography,threshold_optimization,RUSBoost,ghost,ghost_mcc,0.4033333333333333,0.24664414311581234,0.12,0.57
Mammography,threshold_optimization,RUSBoost,ghost,ghost_youden,0.31,0.18520259177452136,0.12,0.49
Mammography,threshold_optimization,RUSBoost,train_optimized,train_best_f1,0.4033333333333333,0.24664414311581237,0.12,0.5700000000000001
Mammography,threshold_optimization,RUSBoost,train_optimized,train_best_g_mean,0.18666666666666668,0.11547005383792516,0.12,0.32
Mammography,threshold_optimization,RUSBoost,train_optimized,train_best_mcc,0.4033333333333333,0.24664414311581237,0.12,0.5700000000000001
Mammography,threshold_optimization,RUSBoost,train_optimized,train_best_youden,0.18666666666666668,0.11547005383792516,0.12,0.32
Mammography,threshold_optimization,RUSBoost,validation_optimized,validation_best_f1,0.29,0.28583211855912904,0.12,0.62
Mammography,threshold_optimization,RUSBoost,validation_optimized,validation_best_g_mean,0.12333333333333334,0.005773502691896264,0.12,0.13
Mammography,threshold_optimization,RUSBoost,validation_optimized,validation_best_mcc,0.29,0.28583211855912904,0.12,0.62
Mammography,threshold_optimization,RUSBoost,validation_optimized,validation_best_youden,0.12333333333333334,0.005773502691896264,0.12,0.13
Mammography,threshold_optimization,Random Oversampling + RF,fixed_threshold,default_0.5,0.5,0.0,0.5,0.5
Mammography,threshold_optimization,Random Oversampling + RF,ghost,ghost_f1,0.2866666666666667,0.0057735026918962346,0.28,0.29
Mammography,threshold_optimization,Random Oversampling + RF,ghost,ghost_g_mean,0.27666666666666667,0.0057735026918962675,0.27,0.28
Mammography,threshold_optimization,Random Oversampling + RF,ghost,ghost_kappa,0.2866666666666667,0.0057735026918962346,0.28,0.29
Mammography,threshold_optimization,Random Oversampling + RF,ghost,ghost_mcc,0.2866666666666667,0.0057735026918962346,0.28,0.29
Mammography,threshold_optimization,Random Oversampling + RF,ghost,ghost_youden,0.27666666666666667,0.0057735026918962675,0.27,0.28
Mammography,threshold_optimization,Random Oversampling + RF,train_optimized,train_best_f1,0.36000000000000004,0.029999999999999992,0.33,0.39
